cntrctNo,untyCntrctNo,cntrctOrd,cntrctNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,lngtrmCtnuDivNm,cmmnCntrctYn,cntrctCnclsDate,cntrctPrd,cntrctAmt,ttalCntrctAmt,cntrctInfoUrl,bidNtceNo,bidNtceOrd,bidNtceNm,opengDate,opengTm,rsrvtnPrce,prvtcntrctRsn,bidNtceUrl,cntrctInsttDivNm,cntrctInsttNm,cntrctInsttCd,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTel,cntrctInsttOfcl,dmndInsttDivNm,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,rprsntCorpNm,dmstcCorpYn,rprsntCorpCeoNm,rprsntCorpOfclNm,rprsntCorpBizrno,rprsntCorpAdrs,rprsntCorpContactTel,dataBssDate
R25TA00835310,R25TE09533422,01,2025년 9월 농소중 급식물품(부식) 구매 계약,물품,총액계약,수의계약,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,26631920,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00835310&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01010933,000,2025년 9월 농소중 급식물품(부식) 구매 소액수의 견적제출 공고,2025-08-21,11:00,30803475,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약) [지방계약법 025조 001항 005호 라목],https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01010933&bidPbancOrd=000,교육기관,울산광역시강북교육청 농소중학교,7490006,행정실,김영은,0522955431,nongso1953@korea.kr,교육기관,울산광역시강북교육청 농소중학교,7490006,행정실,김영은,0522955431,nongso1953@korea.kr,번성 주식회사,Y,임선하,,476-81-03580,울산광역시 남구 산업로703번길,0522576789,2025-12-01
R25TA01108276,R25TE09447046,00,2025년 중곡초 회의실 환경개선 물품 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,9993500,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01108276&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,교육기관,서울특별시동부교육청 서울중곡초등학교,7020117,행정실,장유리,,sedu1130@sen.go.kr,교육기관,서울특별시동부교육청 서울중곡초등학교,7020117,행정실,장유리,,sedu1130@sen.go.kr,주식회사 갈청로 디자인,Y,홍승연,,212-81-96092,서울특별시 강동구 명일로,024880102,2025-12-01
R25TA00946330,R25TE09398132,00,액-액 분리용 데칸터 유닛 시작품 1SET 제작,물품,총액계약,제한경쟁,단년도계약,N,2025-10-01,2025.10.01.-2025.11.29.,87115000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00946330&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01010399,000,액-액 분리용 데칸터 유닛 시작품 1SET 제작,2025-08-28,11:00,91629675,"[판로지원법 시행령] 소기업,소상공인제한 [국가계약법 002의002조 001항 001호 000목]",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01010399&bidPbancOrd=000,기타기관,한국지질자원연구원,B551176,구매실,양진성,0428683758,jin2380@kigam.re.kr,기타기관,한국지질자원연구원,B551176,구매실,양진성,0428683758,jin2380@kigam.re.kr,한양과학기기산업(주),Y,한상군,,306-81-30115,대전광역시 대덕구 오정로90번길 35,0426722945,2025-12-01
R25TA01080684,R25TE09112744,00,(우촌초) 2025년 10월 학교급식 식재료 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-01,20251001~20251031,1962300,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01080684&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,담양군농협쌀조합공동사업법인,Y,이종혁,,736-82-00444,전라남도 담양군 금성면 새덕굴길,0613834503,2025-12-01
R25TA00942759,R25TE09113232,00,"2025.10월 오송솔미초, 솔강중 학교급식물품(부식) 공동구매 계약",물품,총액계약,수의계약,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,53280000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00942759&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01054692,000,"2025.10월 오송솔미초, 솔강중 학교급식물품(부식) 공동구매 수의견적 제출 공고",2025-09-23,11:00,60352075,추정가격 2천만원 초과 1억원 이하 물품·용역(소기업 소상공인 계약) [지방계약법 025조 001항 005호 라목],https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01054692&bidPbancOrd=000,교육기관,충청북도교육청 충청북도청주교육지원청 솔강중학교,8011390,,김가혜,,chocopie54@korea.kr,교육기관,충청북도교육청 충청북도청주교육지원청 솔강중학교,8011390,,김가혜,,chocopie54@korea.kr,푸챔,Y,장순협,,421-25-00632,충청북도 청주시 청원구 내수읍 충청대로,0432186587,2025-12-01
R25TA00606421,R25TE09039904,01,이차전지 육성 거점센터 건립 전기공사 (자동제어 제작 구입 설치) 구매,물품,총액계약,수의계약,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,64000000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00606421&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK00877086,000,이차전지 육성 거점센터 건립 전기공사 (자동제어 제작 구입 설치) 구매,2025-06-05,15:00,67292000,조달청우수제품 [지방계약법 025조 001항 006호 라5목],https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877086&bidPbancOrd=000,기타기관,(재)구미전자정보기술원,Z009087,경영지원실 인사총무팀,정철우,0544792017,cw0601@geri.re.kr,기타기관,(재)구미전자정보기술원,Z009087,경영지원실 인사총무팀,정철우,0544792017,cw0601@geri.re.kr,화인시스템(주),Y,권학철,,502-81-42086,대구광역시 수성구 알파시티1로31길,0538178023,2025-12-01
R25TA00940774,R25TE09155712,00,"2026학년도 원미중학교 교복[동·하복, 생활복, 활동복] 학교주관구매 업체 선정 입찰 공고〔2단계(규격·가격분리 동시)〕",물품,단가계약,제한경쟁,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,42030000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00940774&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01044519,000,"2026학년도 원미중학교 교복[동·하복, 생활복, 활동복] 학교주관구매 업체 선정 입찰 공고〔2단계(규격·가격분리 동시)〕",2025-09-24,10:00,478538,"[판로지원법 시행령] 소기업,소상공인제한 [지방계약법 002의002조 001항 001호 000목]",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01044519&bidPbancOrd=000,교육기관,경기도교육청 경기도부천교육청 원미중학교,7580258,교육행정실,김현정,07070999552,inggin@korea.kr,교육기관,경기도교육청 경기도부천교육청 원미중학교,7580258,교육행정실,김현정,07070999552,inggin@korea.kr,아이비클럽 부천점,Y,황윤환,,364-33-00464,경기도 부천시 길주로,0323218781,2025-12-01
R25TA01080903,R25TE09143269,00,(우촌초) 2025년 10월 학교급식 식재료 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-01,20251001~20251031,2005000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01080903&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,길수산유통 주식회사,Y,김혜원,,215-86-18824,서울특별시 송파구 양재대로,07086224307,2025-12-01
R25TA01080763,R25TE09143216,00,(우촌초) 2025년 10월 학교급식 식재료 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-01,20251001~20251031,1258800,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01080763&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,신광유통,Y,정영권,,206-13-67856,서울특별시 동대문구 한천로58길 75-7,0222943623,2025-12-01
R25TA01080621,R25TE09143308,00,(우촌초) 2025년 10월 학교급식 식재료 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-01,Within 0 days after issuing of L/C,1450690,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA01080621&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,기타기관,서울특별시성북교육청 우촌초등학교,7120071,행정실,김솔,029291670,sol.kim3600@gmail.com,수협중앙회 급식사업부,Y,방평기,,121-82-13507,인천광역시 중구 항동7가,0328904526,2025-12-01
