cntrctNo,untyCntrctNo,cntrctOrd,cntrctNm,bsnsDivNm,cntrctCnclsSttusNm,cntrctCnclsMthdNm,lngtrmCtnuDivNm,cmmnCntrctYn,cntrctCnclsDate,cntrctPrd,cntrctAmt,ttalCntrctAmt,cntrctInfoUrl,bidNtceNo,bidNtceOrd,bidNtceNm,opengDate,opengTm,rsrvtnPrce,prvtcntrctRsn,bidNtceUrl,cntrctInsttDivNm,cntrctInsttNm,cntrctInsttCd,cntrctInsttChrgDeptNm,cntrctInsttOfclNm,cntrctInsttOfclTel,cntrctInsttOfcl,dmndInsttDivNm,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,rprsntCorpNm,dmstcCorpYn,rprsntCorpCeoNm,rprsntCorpOfclNm,rprsntCorpBizrno,rprsntCorpAdrs,rprsntCorpContactTel,dataBssDate
R25TA00965674,R25TE08069764,00,제주독서대전 운영 홍보물품 제작 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,4752000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00965674&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,제주특별자치도 제주시,6510000,총무과,박현우,,park0511@korea.kr,지방자치단체,제주특별자치도 제주시,6510000,총무과,박현우,,park0511@korea.kr,위드코인터내셔널 주식회사,Y,구현혜,,510-88-00771,서울특별시 성동구 광나루로,***********,2025-12-01
R25TA00938532,R25TE08123282,00,2026학년도 면목고등학교 학교주관 교복(동.하복) 2단계 (규격·가격동시 입찰 공고) 구매 계약,물품,단가계약,제한경쟁,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,39840000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00938532&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01030552,000,2026학년도 면목고등학교 학교주관 교복(동.하복) 2단계 (규격·가격동시)단가계약 전자입찰 공고,2025-09-18,12:00,346758,"[판로지원법 시행령] 소기업,소상공인제한 [지방계약법 002의002조 001항 001호 000목]",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01030552&bidPbancOrd=000,교육기관,서울특별시교육청 면목고등학교,7010077,행정실,서민정,0264678172,smj1313@sen.go.kr,교육기관,서울특별시교육청 면목고등학교,7010077,행정실,서민정,0264678172,smj1313@sen.go.kr,제이엘(스마트학생복),Y,이슬기,,655-13-01338,서울특별시 중랑구 용마산로,024385555,2025-12-01
R25TA00968200,R25TE08123765,00,미탄 실내골프연습장 건립 기계공사 관급자재(냉난방기) 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,17893200,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00968200&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,강원특별자치도 평창군,4281000,,김태민,0333302286,xoals2677@korea.kr,지방자치단체,강원특별자치도 평창군,4281000,,김태민,0333302286,xoals2677@korea.kr,와이제이 시스템,Y,엄영미,,293-16-01408,강원특별자치도 영월군 영월읍 덕포시장길,***********,2025-12-01
R25TA00955770,R25TE08123796,00,가내초 2025학년도 2차 도서구매 계약 ,물품,총액계약,수의계약,단년도계약,N,2025-10-14,2025.10.14.~2025.11.13.,10525140,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00955770&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,교육기관,경기도교육청 경기도평택교육지원청 가내초등학교,7631209,행정실,전은영,0316501608,jey0105@korea.kr,교육기관,경기도교육청 경기도평택교육지원청 가내초등학교,7631209,행정실,전은영,0316501608,jey0105@korea.kr,비전문고,Y,이루다,,404-92-00212,경기도 평택시 비전5로,0316535812,2025-12-01
R25TA00961090,R25TE08147502,00,염기서열 분석 시약 키트,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 30 days after issuing of L/C,17886000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00961090&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [국가계약법 026조 001항 005호 가2목],,기타기관,강릉원주대학교 산학협력단,C523016,산학협력단,이민지,0336402888,alswl4512@gwnu.ac.kr,기타기관,강릉원주대학교 산학협력단,C523016,산학협력단,이민지,0336402888,alswl4512@gwnu.ac.kr,(주)제이에스링크,Y,이준영,,104-81-51912,서울특별시 강서구 마곡중앙8로3길,0231531500,2025-12-01
R25TA00963713,R25TE08147603,00,올림픽 슬라이딩센터 전기실 냉방기 구매 설치,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 40 days after issuing of L/C,19620000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00963713&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,강원특별자치도 글로벌본부,6530376,총괄기획관,황지민,0335207315,jm8743@korea.kr,지방자치단체,강원특별자치도 글로벌본부,6530376,총괄기획관,황지민,0335207315,jm8743@korea.kr,주식회사  베스트공조,Y,김대호,,226-81-40127,강원특별자치도 강릉시 관솔길,0336556888,2025-12-01
R25TA00970950,R25TE08147655,00,2026학년도 과천여고 교복 학교주관구매 구매업체 선정 입찰공고(3차),물품,단가계약,제한경쟁,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,48360000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00970950&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,R25BK01057471,000,2026학년도 과천여고 교복 학교주관구매 구매업체 선정 입찰공고(3차),2025-10-01,11:00,372000,"[판로지원법 시행령] 소기업,소상공인제한 [지방계약법 002의002조 001항 001호 000목]",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK01057471&bidPbancOrd=000,기타기관,경기도교육청 과천여자고등학교,7530145,행정실,유지현,025075666,dbwlgus0830@korea.kr,기타기관,경기도교육청 과천여자고등학교,7530145,행정실,유지현,025075666,dbwlgus0830@korea.kr,쎈텐학생복 (SSEN10),Y,김봉관,,521-16-01808,경기도 안양시 동안구 부림로,07080805800,2025-12-01
R25TA00967502,R25TE08147667,00,청소차량 암롤박스 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,5121000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00967502&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,경기도 양평군 지평면,4170085,총무담당,김도연,0317703287,petal0228@korea.kr,지방자치단체,경기도 양평군 지평면,4170085,총무담당,김도연,0317703287,petal0228@korea.kr,에스제이테크,Y,차수진,,685-62-00148,경기도 포천시 내촌면 금강로,0315358910,2025-12-01
R25TA00700351,R25TE08067621,01,둔덕·학용정수장 막여과 세정용 약품(차아염소산나트륨) 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-14,Within 0 days after issuing of L/C,33858000,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00700351&ctrtChgOrd=01&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,전라남도 여수시 상하수도사업단,4810237,수도행정과,김지원,,skzkok4187@korea.kr,지방자치단체,전라남도 여수시 상하수도사업단,4810237,수도행정과,김지원,,skzkok4187@korea.kr,남일솔루션,Y,남봉우,,451-21-01857,전라남도 여수시 화산2길,0616916707,2025-12-01
R25TA00959907,R25TE08124439,00,건천 조전 면도101호선 상습침수지역 노후교량 개체공사 관급자재(흄관) 구입,물품,총액계약,수의계약,단년도계약,N,2025-10-14,계약일로부터 60일,5174400,,https://www.g2b.go.kr/link/FIUA027_01/single/?ctrtNo=R25TA00959907&ctrtChgOrd=00&prcmBsneSeCd=조070001&srchName=ctrtCrst&openUrl=Y,,0,,,,0,추정가격 2천만원 이하 물품 또는 용역 [지방계약법 025조 001항 005호 나목],,지방자치단체,경상북도 경주시,5050000,계약1/2팀,백서영,0547602296,2004sinhan@korea.kr,지방자치단체,경상북도 경주시,5050000,계약1/2팀,백서영,0547602296,2004sinhan@korea.kr,평화상사,Y,백영식,,505-03-99523,경상북도 경주시 알천남로,0547724212,2025-12-01
