bidNtceNo,bidNtceOrd,refNtceNo,refNtceOrd,ppsNtceYn,bidNtceNm,bidNtceSttusNm,bidNtceDate,bidNtceBgn,bsnsDivNm,intrntnlBidYn,cmmnCntrctYn,cmmnReciptMethdNm,elctrnBidYn,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,ntceInsttOfclDeptNm,ntceInsttOfclNm,ntceInsttOfclTel,ntceInsttOfclEmailAdrs,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,presnatnOprtnYn,presnatnOprtnDate,presnatnOprtnTm,presnatnOprtnPlce,bidPrtcptQlfctRgstClseDate,bidPrtcptQlfctRgstClseTm,cmmnReciptAgrmntClseDate,cmmnReciptAgrmntClseTm,bidBeginDate,bidBeginTm,bidClseDate,bidClseTm,opengDate,opengTm,opengPlce,asignBdgtAmt,presmptPrce,rsrvtnPrceDcsnMthdNm,rgnLmtYn,prtcptPsblRgnNm,indstrytyLmtYn,bidprcPsblIndstrytyNm,bidNtceUrl,dataBssDate
R25BK00769503,000,R25BK00769503,000,Y,2025년 산불안전공간 조성사업(광천지구),일반공고,2025-04-07,18:18,공사,N,Y,,Y,총액계약,수의계약,,경상북도 포항시 북구,5040000,,송지원,054-240-7043,pkbukgu@korea.kr,경상북도 포항시 북구,5040000,,송지원,0542407043,,,,,,2025-04-10,18:00,,,2025-04-08,10:00,2025-04-11,10:00,2025-04-11,11:00,국가종합전자조달시스템(나라장터),,44963637,복수예가,Y,경상북도 포항시...(이하생략 나라장터참조),Y,산림사업법인(숲가꾸기 및 병해충방제),https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00769503&bidPbancOrd=000,2025-11-27
R25BK00770944,000,R25BK00770944,000,Y,단계저수지 등 3개소 안전대책시설 설치공사,일반공고,2025-04-07,18:18,공사,N,Y,,Y,총액계약,수의계약,,한국농어촌공사 경남지역본부 진주.산청지사,D150529,,최정훈,055-760-2522,nhooony@ekr.or.kr,한국농어촌공사 경남지역본부 진주.산청지사,D150529,,최정훈,0557602522,,,,,,2025-04-09,12:00,,,2025-04-08,10:00,2025-04-09,12:00,2025-04-09,13:00,국가종합전자조달시스템(나라장터),,13636364,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770944&bidPbancOrd=000,2025-11-27
R25BK00769975,000,R25BK00769975,000,Y,양도지구 수리시설개보수사업 토목공사,일반공고,2025-04-07,18:19,공사,N,Y,공동이행,Y,총액계약,제한경쟁,적격심사제,한국농어촌공사 경기지역본부 강화옹진지사,D152530,,김남숙,032-930-2507,1940062@ekr.or.kr,한국농어촌공사 경기지역본부 강화옹진지사,D152530,,김남숙,0329302507,,,,,,2025-04-23,18:00,2025-04-23,18:00,2025-04-09,10:00,2025-04-24,10:00,2025-04-24,11:00,국가종합전자조달시스템(나라장터),,2031003636,복수예가,Y,인천광역시...(이하생략 나라장터참조),Y,토목공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00769975&bidPbancOrd=000,2025-11-27
R25BK00770949,000,R25BK00770949,000,Y,2025년 하소동 노면표시 정비공사,일반공고,2025-04-07,18:20,공사,N,Y,,Y,총액계약,수의계약,,충청북도 제천시,4400000,,이미리,043-641-5696,leemmrr75@korea.kr,충청북도 제천시,4400000,,이미리,0436415696,,,,,,2025-04-10,18:00,,,2025-04-08,10:00,2025-04-11,10:00,2025-04-11,11:00,국가종합전자조달시스템(나라장터),,116445455,복수예가,Y,충청북도 제천시...(이하생략 나라장터참조),Y,도장ㆍ습식ㆍ방수ㆍ석공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770949&bidPbancOrd=000,2025-11-27
R25BK00770937,000,R25BK00770937,000,Y,돌산읍 향일암로 포장공사,일반공고,2025-04-07,18:21,공사,N,Y,,Y,총액계약,수의계약,,전라남도 여수시,4810000,,김대건,061-659-3191,invenduy@korea.kr,전라남도 여수시,4810000,,김대건,0616593191,,,,,,2025-04-10,18:00,,,2025-04-08,09:00,2025-04-11,12:00,2025-04-11,14:00,국가종합전자조달시스템(나라장터),,41909091,복수예가,Y,전라남도 여수시...(이하생략 나라장터참조),Y,지반조성ㆍ포장공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770937&bidPbancOrd=000,2025-11-27
R25BK00770234,000,R25BK00770234,000,Y,전북특별자치도교육청 남원학생교육문화관 태양광발전장치 설치 전기공사,일반공고,2025-04-07,18:21,공사,N,Y,,Y,총액계약,수의계약,,전북특별자치도교육청,8321000,,김나래,063-239-3599,wingsofk@jbedu.kr,전북특별자치도교육청,8321000,,김나래,0632393599,,,,,,2025-04-10,18:00,,,2025-04-08,10:00,2025-04-11,10:00,2025-04-11,11:00,국가종합전자조달시스템(나라장터),,59558181,복수예가,Y,전북특별자치도...(이하생략 나라장터참조),Y,전기공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770234&bidPbancOrd=000,2025-11-27
R25BK00770406,000,R25BK00770406,000,Y,뿌리공원 산책로 정비사업,일반공고,2025-04-07,18:21,공사,N,Y,,Y,총액계약,수의계약,,대전광역시 중구,3650000,,이현아,042-606-6052,soullha@korea.kr,대전광역시 중구 효문화마을관리사업소,3650171,,홍정표,0422888314,,,,,,2025-04-10,18:00,,,2025-04-09,10:00,2025-04-11,10:00,2025-04-11,11:00,국가종합전자조달시스템(나라장터),,76132727,복수예가,Y,대전광역시...(이하생략 나라장터참조),Y,조경식재ㆍ시설물공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770406&bidPbancOrd=000,2025-11-27
R25BK00770948,000,R25BK00770948,000,Y,태전동 1030번지 일원 노후보도 정비공사 수의견적 제출 공고,일반공고,2025-04-07,18:22,공사,N,Y,,Y,총액계약,수의계약,,대구광역시 북구,3450000,,서상미,053-665-4462,haha6698@korea.kr,대구광역시 북구,3450000,,서상미,0536654462,,,,,,2025-04-10,18:00,,,2025-04-09,10:00,2025-04-11,10:00,2025-04-11,11:00,국가종합전자조달시스템(나라장터),,84053637,복수예가,Y,대구광역시...(이하생략 나라장터참조),Y,지반조성ㆍ포장공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770948&bidPbancOrd=000,2025-11-27
R25BK00770953,000,R25BK00770953,000,Y,생활폐기물종합처리장 노후건축물 보수보강 공사,일반공고,2025-04-07,18:23,공사,N,Y,,Y,총액계약,수의계약,,충청남도 홍성군,4600000,,김진선,041-630-1274,joinsunny1@korea.kr,충청남도 홍성군,4600000,,김진선,0416301274,,,,,,2025-04-10,18:00,,,2025-04-07,20:00,2025-04-11,15:00,2025-04-11,16:00,국가종합전자조달시스템(나라장터),,74767273,복수예가,Y,충청남도 홍성군...(이하생략 나라장터참조),Y,금속창호ㆍ지붕건축물조립공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770953&bidPbancOrd=000,2025-11-27
R25BK00770940,000,R25BK00770940,000,Y,2025년 왕숙천둔치공원 제초 및 예초 공사(단가),일반공고,2025-04-07,18:23,공사,N,Y,,Y,일반단가계약,수의계약,,경기도 구리시,3980000,,이태진,031-550-2772,xowls94@korea.kr,경기도 구리시,3980000,,이태진,0315502772,,,,,,2025-04-10,18:00,,,2025-04-08,10:00,2025-04-11,12:00,2025-04-11,14:00,국가종합전자조달시스템(나라장터),,45454545,복수예가,Y,경기도 구리시...(이하생략 나라장터참조),Y,조경식재ㆍ시설물공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00770940&bidPbancOrd=000,2025-11-27
